YEAR,HOUR,ROAD_CLASS,CLASS_INT,DISTRICT,DISTRICT_INT,DIVISION,VISIBILITY,VISIBILITY_INT,LIGHT,LIGHT_INT,RDSFCOND,RDSFCOND_INT,ACCLASS,ACCLAS_INT,INJURY,INJURY_INT,VEHTYPE,VEHTYPE_INT,HOOD_ID
2006,9,Major Arterial,1,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,116
2006,17,Major Arterial,1,Toronto and East York,4,51,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,73
2006,17,Major Arterial,1,Toronto and East York,4,51,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,73
2006,6,Collector,1,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,93
2006,6,Collector,1,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,93
2006,15,Major Arterial,1,Toronto and East York,4,14,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,95
2006,15,Major Arterial,1,Toronto and East York,4,14,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,95
2006,3,Minor Arterial,2,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,51
2006,3,Minor Arterial,2,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,51
2006,3,Minor Arterial,2,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,51
2006,3,Minor Arterial,2,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,51
2006,3,Minor Arterial,2,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,Other,6,51
2006,3,Minor Arterial,2,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,51
2006,21,Major Arterial,1,North York,2,31,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,27
2006,21,Major Arterial,1,North York,2,31,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,27
2006,2,Major Arterial,1,Toronto and East York,4,"12,11",Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,91
2006,2,Major Arterial,1,Toronto and East York,4,"12,11",Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,91
2006,2,Major Arterial,1,Toronto and East York,4,"12,11",Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,Other,6,91
2006,17,Major Arterial,1,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,116
2006,17,Major Arterial,1,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,116
2006,17,Major Arterial,1,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,116
2006,17,Major Arterial,1,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,116
2006,17,Major Arterial,1,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,116
2006,17,Major Arterial,1,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,116
2006,7,Minor Arterial,2,Scarborough,3,43,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,137
2006,7,Minor Arterial,2,Scarborough,3,43,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,137
2006,21,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,30
2006,21,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,30
2006,21,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,30
2006,14,Major Arterial,1,Etobicoke York,1,12,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,29
2006,14,Major Arterial,1,Etobicoke York,1,12,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,29
2006,14,Major Arterial,1,Etobicoke York,1,12,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,Other,6,29
2006,11,Major Arterial,1,Etobicoke York,1,12,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,Other,6,111
2006,11,Major Arterial,1,Etobicoke York,1,12,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Minor,3,Other,6,111
2006,11,Major Arterial,1,Etobicoke York,1,12,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,111
2006,11,Major Arterial,1,Etobicoke York,1,12,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,Other,6,111
2006,11,Major Arterial,1,Etobicoke York,1,12,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,111
2006,18,Minor Arterial,2,Toronto and East York,4,55,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,70
2006,18,Minor Arterial,2,Toronto and East York,4,55,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,70
2006,16,Minor Arterial,2,Toronto and East York,4,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,92
2006,16,Minor Arterial,2,Toronto and East York,4,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,Other,6,92
2006,16,Minor Arterial,2,Toronto and East York,4,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,Other,6,92
2006,16,Major Arterial,1,Toronto and East York,4,14,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,95
2006,16,Major Arterial,1,Toronto and East York,4,14,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,95
2006,22,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,115
2006,22,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,115
2006,22,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,115
2006,22,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,115
2006,22,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,115
2006,23,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,77
2006,23,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,77
2006,23,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,77
2006,23,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,77
2006,23,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,77
2006,23,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,77
2006,17,Major Arterial,1,North York,2,54,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,44
2006,17,Major Arterial,1,North York,2,54,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,Other,6,44
2006,16,Major Arterial,1,Toronto and East York,4,11,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,88
2006,16,Major Arterial,1,Toronto and East York,4,11,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,88
2006,2,Major Arterial,1,North York,2,33,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,42
2006,2,Major Arterial,1,North York,2,33,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,42
2006,13,Collector,1,Toronto and East York,4,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,101
2006,13,Collector,1,Toronto and East York,4,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,101
2006,15,Major Arterial,1,Toronto and East York,4,52,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,76
2006,15,Major Arterial,1,Toronto and East York,4,52,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Bicycle,2,76
2006,18,Local,3,North York,2,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,32
2006,18,Local,3,North York,2,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,32
2006,15,Major Arterial,1,Scarborough,3,43,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,Other,6,139
2006,15,Major Arterial,1,Scarborough,3,43,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,139
2006,15,Major Arterial,1,Scarborough,3,43,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,Other,6,139
2006,15,Major Arterial,1,Scarborough,3,43,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,139
2006,11,Major Arterial,1,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,Other,6,128
2006,11,Major Arterial,1,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,128
2006,17,Major Arterial,1,Toronto and East York,4,51,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,73
2006,17,Major Arterial,1,Toronto and East York,4,51,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,73
2006,15,Major Arterial,1,Etobicoke York,1,"23,22",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,10
2006,15,Major Arterial,1,Etobicoke York,1,"23,22",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,10
2006,16,Major Arterial,1,Scarborough,3,41,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,126
2006,16,Major Arterial,1,Scarborough,3,41,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,126
2006,18,Major Arterial,1,Toronto and East York,4,51,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,73
2006,18,Major Arterial,1,Toronto and East York,4,51,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,73
2006,18,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,40
2006,23,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,77
2006,18,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,40
2006,18,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,40
2006,23,Major Arterial,1,Scarborough,3,42,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,128
2006,23,Major Arterial,1,Scarborough,3,42,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,128
2006,14,Local,3,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,9
2006,14,Local,3,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,9
2006,19,Local,3,Toronto and East York,4,14,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,95
2006,19,Local,3,Toronto and East York,4,14,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,95
2006,19,Major Arterial,1,North York,2,53,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,Other,6,99
2006,19,Major Arterial,1,North York,2,53,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,99
2006,19,Major Arterial,1,North York,2,53,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,99
2006,7,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,16
2006,7,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,16
2006,7,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,Other,6,16
2006,7,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,16
2006,16,Major Arterial,1,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,87
2006,16,Major Arterial,1,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,87
2006,6,Collector,1,Scarborough,3,42,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,Other,6,131
2006,6,Collector,1,Scarborough,3,42,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,131
2006,6,Collector,1,Scarborough,3,42,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,131
2006,7,Major Arterial,1,Toronto and East York,4,53,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,Motorcycle,2,98
2006,7,Major Arterial,1,Toronto and East York,4,53,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,98
2006,15,Minor Arterial,2,Toronto and East York,4,13,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,106
2006,15,Minor Arterial,2,Toronto and East York,4,13,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,106
2006,17,Major Arterial,1,Etobicoke York,1,31,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,26
2006,17,Major Arterial,1,Etobicoke York,1,31,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,26
2006,12,Major Arterial,1,Toronto and East York,4,53,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,95
2006,12,Major Arterial,1,Toronto and East York,4,53,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,95
2006,20,Collector,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,78
2006,20,Collector,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,78
2006,5,Major Arterial,1,Etobicoke York,1,31,Clear,1,"Dawn, artificial",2,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,27
2006,5,Major Arterial,1,Etobicoke York,1,31,Clear,1,"Dawn, artificial",2,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,27
2006,5,Major Arterial,1,Etobicoke York,1,31,Clear,1,"Dawn, artificial",2,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,27
2006,5,Major Arterial,1,Etobicoke York,1,31,Clear,1,"Dawn, artificial",2,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,27
2006,5,Major Arterial,1,Etobicoke York,1,31,Clear,1,"Dawn, artificial",2,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,27
2006,11,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,35
2006,11,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,35
2006,12,Local,3,North York,2,33,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,53
2006,12,Local,3,North York,2,33,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Bicycle,2,53
2006,18,Local,3,North York,2,31,Rain,5,Daylight,1,Wet,2,Fatal,1,None,0,"Automobile, Station Wagon",1,27
2006,18,Local,3,North York,2,31,Rain,5,Daylight,1,Wet,2,Fatal,1,Fatal,1,Other,6,27
2006,11,Collector,1,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,91
2006,11,Collector,1,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,91
2006,11,Collector,1,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,91
2006,11,Collector,1,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,Other,6,91
2006,1,Major Arterial,1,Toronto and East York,4,55,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,None,0,Other,6,62
2006,1,Major Arterial,1,Toronto and East York,4,55,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,None,0,Other,6,62
2006,1,Major Arterial,1,Toronto and East York,4,55,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,None,0,Other,6,62
2006,1,Major Arterial,1,Toronto and East York,4,55,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,62
2006,1,Major Arterial,1,Toronto and East York,4,55,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,62
2006,10,Major Arterial,1,Etobicoke York,1,23,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,4
2006,10,Major Arterial,1,Etobicoke York,1,23,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,Other,6,4
2006,10,Major Arterial,1,Etobicoke York,1,23,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,4
2006,10,Major Arterial,1,Etobicoke York,1,23,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,4
2006,18,Major Arterial,1,North York,2,"53,13",Clear,1,Daylight,1,Dry,1,Fatal,1,None,0,"Automobile, Station Wagon",1,39
2006,18,Major Arterial,1,North York,2,"53,13",Clear,1,Daylight,1,Dry,1,Fatal,1,Fatal,1,Other,6,39
2006,6,Major Arterial,1,Etobicoke York,1,23,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,1
2006,6,Major Arterial,1,Etobicoke York,1,23,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,1
2006,19,Major Arterial,1,Toronto and East York,4,51,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,75
2006,19,Major Arterial,1,Toronto and East York,4,51,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,75
2006,19,Major Arterial,1,Toronto and East York,4,51,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Bicycle,2,75
2006,22,Major Arterial,1,Toronto and East York,4,53,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,98
2006,22,Major Arterial,1,Toronto and East York,4,53,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,Bicycle,2,98
2006,22,Major Arterial,1,Toronto and East York,4,13,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Bicycle,2,96
2006,23,Collector,1,Etobicoke York,1,31,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,24
2006,23,Collector,1,Etobicoke York,1,31,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,24
2006,23,Collector,1,Etobicoke York,1,31,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,Other,6,24
2006,23,Collector,1,Etobicoke York,1,31,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,Other,6,24
2006,23,Collector,1,Etobicoke York,1,31,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,24
2006,5,Major Arterial,1,Scarborough,3,41,Clear,1,"Dusk, artificial",3,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,126
2006,5,Major Arterial,1,Scarborough,3,41,Clear,1,"Dusk, artificial",3,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,126
2006,5,Major Arterial,1,Scarborough,3,41,Clear,1,"Dusk, artificial",3,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,126
2006,5,Major Arterial,1,Scarborough,3,41,Clear,1,"Dusk, artificial",3,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,126
2006,5,Major Arterial,1,Scarborough,3,41,Clear,1,"Dusk, artificial",3,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,126
2006,16,Major Arterial,1,Etobicoke York,1,"23,22",Clear,1,Daylight,1,Other,8,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,8
2006,16,Major Arterial,1,Etobicoke York,1,"23,22",Clear,1,Daylight,1,Other,8,Non-Fatal Injury,2,None,0,Other,6,8
2006,16,Major Arterial,1,Etobicoke York,1,"23,22",Clear,1,Daylight,1,Other,8,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,8
2006,16,Major Arterial,1,Etobicoke York,1,"23,22",Clear,1,Daylight,1,Other,8,Non-Fatal Injury,2,None,0,Other,6,8
2006,16,Major Arterial,1,Etobicoke York,1,"23,22",Clear,1,Daylight,1,Other,8,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,8
2006,16,Major Arterial,1,Etobicoke York,1,"23,22",Clear,1,Daylight,1,Other,8,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,8
2006,21,Major Arterial,1,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,40
2006,21,Major Arterial,1,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,Other,6,40
2006,21,Major Arterial,1,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,40
2006,21,Major Arterial,1,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,Other,6,40
2006,21,Major Arterial,1,North York,2,32,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,40
